id,description,summary,category,urgency
REC0222,Mon LaserJet Pro affiche erreur 50 four fusion. Température four vérifiée. Réinitialisation effectuée. Problème récurrent après 100 pages. Appareil de 28 mois garantie expirée.,Erreur 50 four fusion température vérifiée reset récurrent 100 pages.,Printer,Critical
REC0223,Le Bluetooth de mon ProBook connecte casque mais son saccadé. Latence importante. Codec SBC forcé sans amélioration. Casque testé autre appareil OK. Drivers réinstallés.,Bluetooth casque son saccadé latence SBC forcé sans effet casque testé OK drivers réinstallés.,Network,Medium
REC0224,Mon OfficeJet Pro imprime photos avec dominante bleue. Documents texte couleurs OK. Profil couleur photo réinstallé. Calibration effectuée. Cartouches couleur neuves. Appareil de 19 mois.,Photos dominante bleue texte OK profil réinstallé calibration cartouches neuves.,Printer,Medium
REC0225,Mon Pavilion ne détecte plus réseau Ethernet. Voyant port éteint. Câble testé OK. Pilotes réseau réinstallés. Carte réseau détectée gestionnaire. WiFi fonctionne.,Ethernet non détecté voyant off câble OK pilotes réinstallés carte détectée WiFi OK.,Network,High
REC0226,Mon imprimante EliteBook bourre papier uniquement bac 1. Bac 2 OK. Rouleaux bac 1 remplacés. Capteurs nettoyés. Problème persiste. Appareil de 21 mois.,Bourrage bac 1 uniquement bac 2 OK rouleaux bac 1 neufs capteurs nettoyés.,Printer,High
REC0227,Le touchscreen de mon ZBook ne répond plus coin inférieur gauche. Reste écran OK. Calibration effectuée. Pilotes tactiles réinstallés. Zone morte 5x5cm. Garantie active.,Touchscreen coin inférieur gauche mort reste OK calibré pilotes réinstallés zone 5x5cm.,Hardware,Medium
REC0228,Mon LaserJet Pro imprime avec lignes blanches verticales fines. Espacement irrégulier. Tambour remplacé sans amélioration. Toner secoué. Appareil de 26 mois garantie expirée.,Lignes blanches verticales fines irrégulier tambour neuf toner secoué.,Printer,Medium
REC0229,Mon ProBook charge batterie jusqu'à 95% puis arrête. Paramètres seuil charge vérifiés 100%. Mode conservation désactivé. Batterie santé excellente. Problème depuis MAJ BIOS.,Charge arrête 95% seuil 100% conservation off santé excellente post MAJ BIOS.,Hardware,Low
REC0230,Mon imprimante OfficeJet imprime codes QR avec pixels manquants. Résolution maximale. Différents générateurs testés. Impression PDF QR OK. Problème impression directe. Appareil de 13 mois.,QR pixels manquants résolution max générateurs testés PDF OK direct problème.,Printer,High
REC0231,Mon EliteBook affiche notification batterie critique à 30%. Calibration effectuée. Batterie remplacée récemment. Problème apparu après mise à jour Windows. Santé batterie bonne.,Notification critique 30% calibrée batterie récente post MAJ Windows santé bonne.,Software,Medium
REC0232,Mon Pavilion ne démarre plus. Voyant alimentation clignote 3 fois. Code indique erreur carte mère. Mémoire retirée même code. Batterie déconnectée même problème. Garantie active.,Démarrage impossible voyant 3x code carte mère mémoire retirée batterie off.,Hardware,Critical
REC0233,Mon imprimante ZBook imprime avec traînées encre horizontales. Têtes nettoyées 25 fois. Cartouches neuves. Éponges absorption saturées. Appareil de 34 mois garantie expirée.,Traînées encre horizontales têtes 25x cartouches neuves éponges saturées.,Printer,High
REC0234,Le WiFi de mon ProBook fonctionne uniquement réseau 2.4GHz. 5GHz invisible. Carte compatible dual-band. Pilotes réinstallés. Routeur diffuse 5GHz autres appareils voient.,WiFi 2.4GHz uniquement 5GHz invisible carte dual-band pilotes réinstallés routeur diffuse.,Network,High
REC0235,Mon LaserJet Pro affiche erreur toner vide alors que neuf installé. Contacts puce nettoyés. Toner retiré réinséré. Compteur non réinitialisé. Appareil de 18 mois.,Erreur toner vide neuf installé contacts nettoyés réinséré compteur non reset.,Printer,Medium
REC0236,Mon OfficeJet Pro imprime avec décalage horizontal progressif. Début ligne OK fin décalée 5mm. Alignement effectué. Rouleaux vérifiés. Appareil de 20 mois garantie expirée.,Décalage horizontal progressif début OK fin 5mm alignement fait rouleaux vérifiés.,Printer,High
REC0237,Le trackpad de mon EliteBook ne détecte plus gestes deux doigts. Clic simple OK. Paramètres gestes vérifiés activés. Pilotes réinstallés. Souris externe OK.,Trackpad gestes deux doigts absents clic OK paramètres activés pilotes réinstallés souris OK.,Hardware,Medium
REC0238,Mon Pavilion affiche écran bleu MEMORY_MANAGEMENT. Mémoire testée MemTest86 8 heures aucune erreur. Problème aléatoire 1 fois par jour. Slots mémoire changés.,Écran bleu MEMORY_MANAGEMENT mémoire MemTest86 8h OK 1/jour slots changés.,Software,High
REC0239,Mon imprimante EliteBook imprime étiquettes avec décalage vertical. Feuilles normales OK. Paramètres format étiquettes vérifiés. Guide ajusté. Appareil de 16 mois.,Étiquettes décalage vertical feuilles OK format vérifié guide ajusté.,Printer,Medium
REC0240,Mon ZBook ne reconnaît plus station d'accueil après mise à jour firmware. Fonctionnait avant. Firmware station à jour. Pilotes réinstallés. Station testée autre laptop OK.,Station non reconnue post MAJ firmware fonctionnait avant station à jour pilotes réinstallés testée OK.,Hardware,High
REC0241,Mon LaserJet Pro imprime pages avec zones grises aléatoires. Tambour nettoyé. Toner secoué. Densité ajustée. Problème intermittent. Appareil de 27 mois garantie expirée.,Zones grises aléatoires tambour nettoyé toner secoué densité ajustée intermittent.,Printer,Medium
REC0242,Mon ProBook charge batterie très rapidement 30 minutes 100%. Batterie se décharge rapidement aussi. Santé batterie indiquée mauvaise. Calibration sans effet. Remplacement nécessaire.,Charge rapide 30min 100% décharge rapide santé mauvaise calibration sans effet remplacement nécessaire.,Hardware,High
REC0243,Mon imprimante OfficeJet imprime avec couleurs trop claires. Saturation maximale. Cartouches couleur neuves. Calibration effectuée. Mode vif activé. Appareil de 14 mois.,Couleurs claires saturation max cartouches neuves calibration mode vif.,Printer,Medium
REC0244,Le Bluetooth de mon Pavilion ne détecte aucun périphérique. Périphériques en mode appairage. Bluetooth activé. Pilotes réinstallés. Carte Bluetooth détectée gestionnaire.,Bluetooth détecte rien périphériques appairage activé pilotes réinstallés carte détectée.,Network,High
REC0245,Mon EliteBook affiche artefacts graphiques après réveil veille. Disparaissent après 1 minute. Pilotes graphiques à jour. Problème quotidien. Température normale.,Artefacts réveil veille disparaissent 1min pilotes à jour quotidien température normale.,Hardware,Medium
REC0246,Mon imprimante ZBook imprime avec lignes horizontales espacées 2cm. Rouleaux entraînement remplacés. Tambour vérifié. Vitesse impression réduite sans effet. Appareil de 19 mois.,Lignes horizontales 2cm rouleaux neufs tambour vérifié vitesse réduite sans effet.,Printer,Medium
REC0247,Mon LaserJet Pro affiche erreur scanner bloque toutes fonctions. Scanner non utilisé. Câble scanner déconnecté sans effet. Réinitialisation usine effectuée. Appareil de 22 mois.,Erreur scanner bloque tout scanner non utilisé câble déconnecté reset usine.,Printer,Critical
REC0248,Le port HDMI de mon ProBook affiche image clignotante. Son OK. Câble testé. Pilotes graphiques réinstallés. Écran externe testé autre source OK.,HDMI image clignotante son OK câble testé pilotes réinstallés écran testé OK.,Hardware,Medium
REC0249,Mon OfficeJet Pro imprime photos avec bandes horizontales larges. Documents texte OK. Têtes alignées. Cartouches photo neuves. Mode photo qualité maximale. Appareil de 23 mois garantie expirée.,Photos bandes horizontales larges texte OK têtes alignées cartouches neuves max qualité.,Printer,High
REC0250,Mon Pavilion ne sort plus de veille écran. Voyants activité allumés. Connexion SSH fonctionne. Écran reste noir. Redémarrage nécessaire. Problème quotidien.,Veille écran bloquée voyants ON SSH OK écran noir redémarrage nécessaire quotidien.,Hardware,High
REC0251,Mon imprimante EliteBook bourre papier zone sortie. Papier imprimé correctement puis bourrage. Rouleaux sortie nettoyés. Capteur sortie vérifié. Appareil de 17 mois.,Bourrage zone sortie impression OK puis bourrage rouleaux sortie nettoyés capteur vérifié.,Printer,Medium
REC0252,Le WiFi de mon ZBook se déconnecte lors visioconférences. Navigation web OK. Bande passante suffisante. Pilotes webcam et réseau à jour. QoS configuré.,WiFi déconnexion visio web OK bande passante OK pilotes à jour QoS configuré.,Network,High
REC0253,Mon LaserJet Pro imprime avec toner qui tache doigts. Température four vérifiée normale. Toner HP original. Film fusion usé suspecté. Appareil de 30 mois garantie expirée.,Toner tache doigts température normale original film usé suspecté.,Printer,High
REC0254,Mon ProBook affiche écran bleu UNEXPECTED_KERNEL_MODE_TRAP. Température CPU normale. Mémoire testée OK. Problème aléatoire sans pattern. Logs non concluants.,Écran bleu UNEXPECTED_KERNEL_MODE CPU OK mémoire OK aléatoire sans pattern logs non concluants.,Software,High
REC0255,Mon imprimante OfficeJet refuse papier cartonné 180g/m². Spécifications indiquent support 200g/m². Paramètres ajustés. Rouleaux nettoyés. Appareil de 15 mois.,Cartonné 180g/m² refusé specs 200g/m² paramètres ajustés rouleaux nettoyés.,Printer,Medium
REC0256,Le touchpad de mon EliteBook dérive vers gauche. Calibration effectuée 5 fois. Pilotes réinstallés. Souris externe fonctionne normalement. Garantie active.,Touchpad dérive gauche calibration 5x pilotes réinstallés souris OK.,Hardware,Medium
REC0257,Mon Pavilion ne charge plus via port USB-C gauche. Port droit fonctionne. Chargeur testé OK. Pilotes contrôleur USB à jour. Transfert données port gauche OK.,USB-C gauche charge non droit OK chargeur testé pilotes à jour données gauche OK.,Hardware,High
REC0258,Mon imprimante ZBook imprime avec fond cyan pâle. Densité ajustée. Tambour nettoyé. Toner cyan vérifié. Calibration couleur effectuée. Appareil de 18 mois.,Fond cyan pâle densité ajustée tambour nettoyé cyan vérifié calibration faite.,Printer,Medium
REC0259,Mon LaserJet Pro affiche erreur 79 service error. Redémarrage résout temporairement. Firmware à jour. Mémoire testée. Problème récurrent quotidien. Appareil de 24 mois.,Erreur 79 service redémarrage résout firmware à jour mémoire testée quotidien.,Printer,Critical
REC0260,Mon OfficeJet Pro imprime première page OK suivantes décalées. Alignement effectué. Rouleaux vérifiés. Problème toutes impressions multi-pages. Appareil de 16 mois.,Première OK suivantes décalées alignement fait rouleaux vérifiés multi-pages.,Printer,High
REC0261,Le clavier de mon ProBook tape caractères aléatoires. Nettoyage effectué. Pilotes réinstallés. Clavier externe fonctionne normalement. Problème matériel confirmé. Garantie active.,Clavier caractères aléatoires nettoyage fait pilotes réinstallés externe OK matériel confirmé.,Hardware,High
REC0262,Mon EliteBook ne reconnaît plus écran externe DisplayPort. HDMI fonctionne. Câble DisplayPort testé OK. Pilotes graphiques réinstallés. Port inspecté.,DisplayPort non reconnu HDMI OK câble testé pilotes réinstallés port inspecté.,Hardware,Medium
REC0263,Mon imprimante Pavilion imprime avec lignes verticales rouges. Têtes nettoyées. Cartouche rouge neuve. Problème persiste. Appareil de 25 mois garantie expirée.,Lignes verticales rouges têtes nettoyées cartouche rouge neuve.,Printer,Medium
REC0264,Le WiFi de mon ZBook fonctionne lentement 1Mbps au lieu 100Mbps. Autres appareils vitesse normale. Pilotes réseau réinstallés. Carte réseau testée OK.,WiFi lent 1Mbps au lieu 100Mbps autres normaux pilotes réinstallés carte testée OK.,Network,High
REC0265,Mon LaserJet Pro imprime pages avec plis verticaux. Papier correct. Rouleaux fusion nettoyés. Température four ajustée. Chemin papier inspecté. Appareil de 28 mois.,Pages plis verticaux papier correct rouleaux fusion nettoyés température ajustée chemin inspecté.,Printer,Medium
REC0266,Mon ProBook affiche message erreur batterie non HP. Batterie HP originale. Contacts nettoyés. BIOS à jour. Batterie détectée mais message persiste.,Erreur batterie non HP originale contacts nettoyés BIOS à jour détectée message persiste.,Hardware,Low
REC0267,Mon imprimante OfficeJet imprime enveloppes avec adresse floue. Documents nets. Paramètres qualité maximale. Différents types enveloppes testés. Appareil de 19 mois.,Enveloppes adresse floue documents nets qualité max types testés.,Printer,Medium
REC0268,Mon Pavilion émet bip continu après installation RAM. RAM retirée bip persiste. Batterie déconnectée bip arrête. Reconnexion batterie bip reprend. Garantie active.,Bip continu post RAM RAM retirée bip persiste batterie off bip arrête reconnexion bip.,Hardware,High
REC0269,Mon imprimante EliteBook imprime codes-barres déformés horizontalement. Résolution maximale. Différents types testés. Impression PDF codes OK. Appareil de 14 mois.,Codes-barres déformés horizontalement résolution max types testés PDF OK.,Printer,Medium
REC0270,Le Bluetooth de mon ZBook connecte souris mais curseur saccadé. Latence importante. Souris testée autre appareil OK. Pilotes Bluetooth réinstallés. Souris USB OK.,Bluetooth souris curseur saccadé latence souris testée OK pilotes réinstallés USB OK.,Network,Medium
REC0271,Mon LaserJet Pro imprime avec traînées toner verticales bord gauche. Tambour remplacé problème persiste. Toner neuf. Chemin papier nettoyé. Appareil de 29 mois garantie expirée.,Traînées toner verticales gauche tambour neuf toner neuf chemin nettoyé.,Printer,Medium
REC0272,Mon ProBook ne démarre plus sur SSD. Démarrage USB OK. SSD détecté BIOS. Ordre boot vérifié. Réparation démarrage échoue. Réinstallation Windows nécessaire.,SSD démarrage impossible USB OK BIOS détecte ordre vérifié réparation échoue réinstallation nécessaire.,Software,Critical
REC0273,Mon imprimante OfficeJet imprime photos avec dominante rouge. Documents texte couleurs OK. Profil couleur réinstallé. Calibration effectuée. Cartouches couleur neuves. Appareil de 21 mois.,Photos dominante rouge texte OK profil réinstallé calibration cartouches neuves.,Printer,Medium
REC0274,Le touchscreen de mon EliteBook répond avec délai 5 secondes. Calibration effectuée. Pilotes tactiles réinstallés. Souris réponse immédiate. Problème tactile uniquement. Garantie active.,Touchscreen délai 5s calibré pilotes réinstallés souris OK tactile uniquement.,Hardware,High
REC0275,Mon Pavilion affiche écran bleu SYSTEM_THREAD_EXCEPTION_NOT_HANDLED. Pilote graphique suspecté. Réinstallation DDU sans effet. Carte graphique désactivée pas d'écran bleu.,Écran bleu SYSTEM_THREAD pilote graphique suspecté DDU sans effet carte off OK.,Software,High
REC0276,Mon imprimante ZBook imprime avec lignes blanches horizontales larges. Tambour remplacé sans amélioration. Toner secoué. Test interne montre défaut. Appareil de 20 mois.,Lignes blanches horizontales larges tambour neuf toner secoué test interne défaut.,Printer,High
REC0277,Mon LaserJet Pro affiche erreur porte scanner ouverte alors que fermée. Scanner non utilisé. Capteur porte nettoyé. Mécanisme vérifié. Impression bloquée. Appareil de 23 mois.,Erreur porte scanner ouverte fermée non utilisé capteur nettoyé impression bloquée.,Printer,Critical
REC0278,Le WiFi de mon ProBook se déconnecte toutes les 30 minutes exactement. Reconnexion automatique. Logs montrent pattern régulier. Routeur redémarré. Drivers à jour.,WiFi déconnexion 30min exactement reconnexion auto logs pattern routeur redémarré drivers à jour.,Network,Medium
REC0279,Mon OfficeJet Pro imprime avec bords coupés. Marges paramètres correctes. Alignement papier vérifié. Différents formats testés. Appareil de 17 mois.,Bords coupés marges correctes alignement vérifié formats testés.,Printer,Medium
REC0280,Mon EliteBook charge batterie puis s'éteint à 100%. Redémarrage nécessaire. Paramètres alimentation vérifiés. Batterie santé bonne. Problème depuis MAJ Windows.,Charge 100% puis éteint redémarrage nécessaire paramètres vérifiés santé bonne post MAJ.,Hardware,High
REC0281,Mon imprimante Pavilion imprime étiquettes avec bulles air coin supérieur. Reste étiquette OK. Température four minimum. Vitesse réduite. Appareil de 22 mois garantie expirée.,Étiquettes bulles coin supérieur reste OK température min vitesse réduite.,Printer,Low
REC0282,Le port Ethernet de mon ZBook clignote orange. Connexion instable. Câble Cat6 testé OK. Switch vérifié. Pilotes réseau réinstallés. Problème persiste.,Ethernet clignote orange instable câble OK switch vérifié pilotes réinstallés.,Network,High
REC0283,Mon LaserJet Pro imprime avec décalage couleur horizontal. Cyan décalé 3mm droite. Alignement couleur effectué 15 fois. Tambour vérifié. Appareil de 26 mois garantie expirée.,Décalage cyan horizontal 3mm droite alignement 15x tambour vérifié.,Printer,High
REC0284,Mon ProBook affiche écran bleu KMODE_EXCEPTION_NOT_HANDLED. Mémoire testée OK. Disque vérifié sans erreur. Problème aléatoire 3 fois par semaine. Pilotes à jour.,Écran bleu KMODE_EXCEPTION mémoire OK disque OK 3/semaine pilotes à jour.,Software,High
REC0285,Mon imprimante OfficeJet refuse papier photo 10x15cm. Autres formats OK. Paramètres bac configurés 10x15. Guide ajusté. Capteur format vérifié. Appareil de 13 mois.,Photo 10x15cm refusé autres OK paramètres 10x15 guide ajusté capteur vérifié.,Printer,Medium
REC0286,Le trackpad de mon Pavilion ne détecte plus pression. Clic mécanique fonctionne. Tap-to-click inactif. Paramètres vérifiés activés. Pilotes réinstallés.,Trackpad pression absente clic mécanique OK tap-to-click inactif paramètres activés pilotes réinstallés.,Hardware,Medium
REC0287,Mon EliteBook ne reconnaît plus chargeur d'origine. Message chargeur non HP. Chargeur HP original. Contacts nettoyés. Testé autre chargeur HP même message.,Chargeur non reconnu message non HP original contacts nettoyés autre HP même message.,Hardware,High
REC0288,Mon imprimante ZBook imprime avec fond magenta pâle. Densité ajustée. Tambour nettoyé. Toner magenta vérifié. Calibration couleur effectuée. Appareil de 19 mois.,Fond magenta pâle densité ajustée tambour nettoyé magenta vérifié calibration faite.,Printer,Medium
REC0289,Mon LaserJet Pro affiche erreur 10 toner vide alors que plein. Contacts puce nettoyés. Toner retiré réinséré. Compteur réinitialisé. Appareil de 21 mois.,Erreur 10 toner vide plein contacts nettoyés réinséré compteur reset.,Printer,Medium
REC0290,Mon ProBook charge batterie jusqu'à 85% puis arrête. Mode conservation activé mais seuil 80%. Désactivation sans effet. BIOS seuil vérifié 100%. Problème persiste.,Charge arrête 85% conservation 80% désactivé sans effet BIOS 100%.,Hardware,Low
REC0291,Mon imprimante OfficeJet imprime avec traînées encre diagonales. Têtes nettoyées 30 fois. Cartouches neuves. Éponges absorption saturées. Appareil de 35 mois garantie expirée.,Traînées encre diagonales têtes 30x cartouches neuves éponges saturées.,Printer,High
REC0292,Le WiFi de mon Pavilion fonctionne uniquement WPA2. WPA3 connexion échoue. Carte compatible WPA3. Pilotes à jour. Routeur WPA3 activé autres appareils connectent.,WiFi WPA2 uniquement WPA3 échoue carte compatible pilotes à jour routeur WPA3 autres OK.,Network,Medium
REC0293,Mon EliteBook affiche artefacts graphiques uniquement applications 3D. Bureau OK. Pilotes graphiques réinstallés. Température GPU normale. Stress test échoue.,Artefacts 3D uniquement bureau OK pilotes réinstallés GPU température normale stress échoue.,Hardware,High
REC0294,Mon imprimante Pavilion imprime codes QR avec modules manquants. Résolution maximale. Différents générateurs testés. Impression PDF QR OK. Appareil de 16 mois.,QR modules manquants résolution max générateurs testés PDF OK.,Printer,High
REC0295,Mon ZBook ne sort plus de veille hybride. Écran noir. Voyants éteints. Bouton power 10 secondes nécessaire. Veille normale OK. Problème hybride uniquement.,Veille hybride bloquée écran noir voyants off power 10s nécessaire normale OK hybride uniquement.,Hardware,High
REC0296,Mon LaserJet Pro imprime pages avec zones blanches verticales. Toner secoué. Tambour nettoyé. Cartouche toner neuve. Problème intermittent. Appareil de 27 mois garantie expirée.,Zones blanches verticales toner secoué tambour nettoyé cartouche neuve intermittent.,Printer,Medium
REC0297,Mon ProBook affiche notification Windows Defender erreur. Service démarrage échoue. Réinstallation Windows Defender sans effet. Autres antivirus installent normalement.,Windows Defender erreur service échoue réinstallation sans effet autres antivirus OK.,Software,Medium
REC0298,Mon imprimante OfficeJet imprime enveloppes avec plis diagonaux. Documents normaux OK. Chemin enveloppes ajusté. Température four minimum. Différents types testés. Appareil de 20 mois.,Enveloppes plis diagonaux documents OK chemin ajusté température min types testés.,Printer,Low
REC0299,Le Bluetooth de mon EliteBook appaire mais transfert fichiers échoue. Connexion audio OK. Différents périphériques testés. Pilotes Bluetooth réinstallés. Transfert USB OK.,Bluetooth transfert échoue audio OK périphériques testés pilotes réinstallés USB OK.,Network,Low
REC0300,Mon Pavilion ne démarre plus. Voyant alimentation clignote 5 fois. Code indique erreur mémoire. Mémoire testée OK autre PC. Slots nettoyés. Garantie active.,Démarrage impossible voyant 5x code mémoire testée OK slots nettoyés.,Hardware,Critical
REC0301,Mon imprimante ZBook imprime avec lignes horizontales colorées. Têtes alignées. Cartouches couleur neuves. Problème toutes pages. Appareil de 18 mois.,Lignes horizontales colorées têtes alignées cartouches neuves toutes pages.,Printer,Medium
REC0302,Mon LaserJet Pro affiche erreur communication réseau. Ping imprimante OK. Impression USB fonctionne. Pilote réseau réinstallé. Pare-feu désactivé. Appareil de 22 mois.,Erreur communication réseau ping OK USB fonctionne pilote réinstallé pare-feu off.,Network,High
REC0303,Le touchpad de mon ProBook clique tout seul rapidement. Désactivation tap-to-click sans effet. Pilotes réinstallés. Problème matériel bouton suspecté. Garantie active.,Touchpad clics rapides auto tap-to-click off pilotes réinstallés bouton suspecté.,Hardware,Medium
REC0304,Mon OfficeJet Pro imprime photos avec bandes verticales larges. Documents texte OK. Têtes nettoyées multiples fois. Cartouches photo neuves. Appareil de 24 mois garantie expirée.,Photos bandes verticales larges texte OK têtes nettoyées cartouches neuves.,Printer,High
REC0305,Mon EliteBook charge batterie lentement uniquement USB-C. Chargeur d'origine rapide. USB-C testé autre appareil charge rapide. Port USB-C inspecté. Garantie active.,Charge lente USB-C origine rapide USB-C testé rapide ailleurs port inspecté.,Hardware,Medium
REC0306,Mon imprimante Pavilion bourre papier zone duplex systématiquement. Simple face OK. Rouleaux duplex remplacés. Capteurs nettoyés. Appareil de 21 mois.,Bourrage duplex systématique simple OK rouleaux duplex neufs capteurs nettoyés.,Printer,High
REC0307,Le WiFi de mon ZBook se déconnecte lors streaming vidéo. Navigation web OK. Bande passante suffisante. Pilotes réseau à jour. QoS routeur configuré.,WiFi déconnexion streaming web OK bande passante OK pilotes à jour QoS configuré.,Network,High
REC0308,Mon LaserJet Pro imprime avec toner qui s'efface facilement. Température four vérifiée élevée. Toner HP original. Film fusion usé suspecté. Appareil de 31 mois garantie expirée.,Toner s'efface facilement température élevée original film usé suspecté.,Printer,High
REC0309,Mon ProBook affiche écran bleu WHEA_UNCORRECTABLE_ERROR. Température CPU normale. Mémoire testée OK. Problème aléatoire sans pattern. CPU stress test échoue.,Écran bleu WHEA_UNCORRECTABLE CPU OK mémoire OK aléatoire stress échoue.,Hardware,Critical
REC0310,Mon imprimante OfficeJet refuse papier recyclé 80g/m². Papier normal 80g/m² OK. Paramètres type ajustés. Rouleaux nettoyés. Différentes marques recyclé testées. Appareil de 15 mois.,Recyclé 80g/m² refusé normal 80g/m² OK paramètres ajustés rouleaux nettoyés marques testées.,Printer,Low
REC0311,Le clavier de mon Pavilion ne fonctionne pas après réveil veille. Opérationnel après redémarrage. Pilotes réinstallés. Clavier USB externe fonctionne après veille.,Clavier inactif réveil veille OK après redémarrage pilotes réinstallés USB externe OK veille.,Hardware,Medium
REC0312,Mon EliteBook ne reconnaît plus disque dur externe Thunderbolt. USB-C fonctionne. Disque testé autre port Thunderbolt OK. Pilotes Thunderbolt réinstallés.,Thunderbolt disque non reconnu USB-C OK disque testé OK pilotes réinstallés.,Hardware,High
REC0313,Mon imprimante ZBook imprime avec fond orange pâle. Densité ajustée. Tambour nettoyé. Toners jaune et magenta vérifiés. Calibration couleur effectuée. Appareil de 17 mois.,Fond orange pâle densité ajustée tambour nettoyé jaune magenta vérifiés calibration faite.,Printer,Medium
REC0314,Mon LaserJet Pro affiche erreur 59 four fusion. Température four vérifiée. Réinitialisation effectuée. Problème récurrent après 50 pages. Appareil de 29 mois garantie expirée.,Erreur 59 four température vérifiée reset récurrent 50 pages.,Printer,Critical
REC0315,Mon ProBook charge batterie puis décharge à 98% en boucle branché. Voyant charge clignote. Paramètres batterie vérifiés. Santé batterie bonne. Problème depuis MAJ BIOS.,Charge 100% décharge 98% boucle branché voyant clignote post MAJ BIOS.,Hardware,Low
REC0316,Mon imprimante OfficeJet imprime première colonne coupée. Reste document OK. Marge gauche paramètres correcte. Alignement papier vérifié. Appareil de 18 mois.,Première colonne coupée reste OK marge gauche correcte alignement vérifié.,Printer,Medium
REC0317,Le touchscreen de mon Pavilion ne répond plus moitié droite. Moitié gauche OK. Calibration effectuée. Pilotes tactiles réinstallés. Zone morte 50%. Garantie active.,Touchscreen moitié droite morte gauche OK calibré pilotes réinstallés zone 50%.,Hardware,High
REC0318,Mon EliteBook affiche message erreur TPM device not detected. TPM activé BIOS. Effacement TPM sans effet. Windows Hello désactivé. Problème depuis MAJ BIOS.,TPM not detected activé BIOS effacement sans effet Hello off post MAJ BIOS.,Software,Medium
REC0319,Mon imprimante Pavilion imprime codes-barres avec barres épaisses. Résolution maximale. Différents types testés. Impression PDF codes OK. Appareil de 19 mois.,Codes-barres barres épaisses résolution max types testés PDF OK.,Printer,Medium
REC0320,Le WiFi de mon ZBook fonctionne lentement après 1 heure utilisation. Redémarrage résout temporairement. Pilotes réseau à jour. Température normale. Problème quotidien.,WiFi lent après 1h redémarrage résout pilotes à jour température normale quotidien.,Network,Medium
REC0321,Mon LaserJet Pro imprime pages avec plis horizontaux. Papier correct. Rouleaux fusion remplacés. Température four ajustée. Chemin papier inspecté. Appareil de 28 mois.,Pages plis horizontaux papier correct rouleaux fusion neufs température ajustée chemin inspecté.,Printer,Medium
REC0322,Mon ProBook ne démarre plus sur batterie. Fonctionne branché secteur. Batterie indique 100% chargée. Santé batterie excellente. Problème apparu soudainement. Garantie active.,Démarrage secteur uniquement batterie 100% santé excellente soudain.,Hardware,Critical
REC0323,Mon imprimante OfficeJet imprime enveloppes avec adresse trop haute. Documents normaux OK. Paramètres position vérifiés. Guide ajusté. Différents formats testés. Appareil de 20 mois.,Enveloppes adresse haute documents OK position vérifiée guide ajusté formats testés.,Printer,Low
REC0324,Le Bluetooth de mon ProBook connecte clavier mais touches manquées. Latence importante. Clavier testé autre appareil OK. Pilotes Bluetooth réinstallés. Clavier USB OK.,Bluetooth clavier touches manquées latence testé OK pilotes réinstallés USB OK.,Network,Medium
REC0325,Mon Pavilion affiche écran bleu DPC_WATCHDOG_VIOLATION. Pilote stockage suspecté. Réinstallation pilote sans effet. SSD testé OK. Problème aléatoire 2 fois par semaine.,Écran bleu DPC_WATCHDOG pilote stockage suspecté réinstallé sans effet SSD OK 2/semaine.,Software,High
REC0326,Mon imprimante EliteBook imprime photos avec dominante verte. Documents texte couleurs OK. Profil couleur réinstallé. Calibration effectuée. Cartouches couleur neuves. Appareil de 16 mois.,Photos dominante verte texte OK profil réinstallé calibration cartouches neuves.,Printer,Medium
REC0327,Mon ZBook ne reconnaît plus écran externe USB-C. HDMI fonctionne. Câble USB-C testé OK. Pilotes graphiques réinstallés. Port USB-C données OK.,USB-C écran non reconnu HDMI OK câble testé pilotes réinstallés données OK.,Hardware,Medium
REC0328,Mon LaserJet Pro imprime avec traînées toner horizontales bord supérieur. Tambour remplacé problème persiste. Toner neuf. Chemin papier nettoyé. Appareil de 30 mois garantie expirée.,Traînées toner horizontales supérieur tambour neuf toner neuf chemin nettoyé.,Printer,Medium
REC0329,Mon ProBook affiche notification mise à jour BIOS échouée. Tentative manuelle échoue. Version BIOS actuelle vérifiée. Fichier BIOS téléchargé à nouveau. Problème persiste.,MAJ BIOS échouée manuelle échoue version vérifiée fichier retéléchargé.,Software,Medium
REC0330,Mon imprimante OfficeJet imprime étiquettes avec décalage horizontal. Feuilles normales OK. Paramètres format étiquettes vérifiés. Guide ajusté. Appareil de 17 mois.,Étiquettes décalage horizontal feuilles OK format vérifié guide ajusté.,Printer,Medium
REC0331,Le trackpad de mon EliteBook ne détecte plus clic milieu. Clics gauche et droit OK. Zone testée. Paramètres souris vérifiés. Pilotes réinstallés.,Trackpad clic milieu absent gauche droit OK zone testée paramètres vérifiés pilotes réinstallés.,Hardware,Low
REC0332,Mon Pavilion ne charge plus batterie. Voyant charge clignote rouge. Branché secteur fonctionne. Batterie détectée BIOS. Chargeur testé OK. Garantie active.,Batterie non chargée voyant rouge secteur OK BIOS détecte chargeur OK.,Hardware,Critical
REC0333,Mon imprimante ZBook imprime avec lignes verticales noires fines. Espacement régulier 1cm. Tambour remplacé sans amélioration. Toner secoué. Appareil de 19 mois.,Lignes verticales noires fines 1cm tambour neuf toner secoué.,Printer,Medium
